id	title	description	link	color	price	height	width	weight	image link	brand	gtin	mpn	product type	google product category	quantity	condition	currency	adwords_redirect	c:drlp	adwords_queryparam	adwords_labels	availability	created_date	custom_label_0	custom_label_1	custom_label_2	custom_label_3	custom_label_4	google_funded_promotion_eligibility
912-540-C-SE250	Embossed 9 x 12 Presentation Folders - Pack of 250	9 x 12 Presentation Folders offer a professional level of quality and durability. Designed with a portrait orientation to hold standard letter size 8 ½" x 11" print media, brochures, stepped inserts and sales literature.	https://www.folders.com/folders/control/product/~category_id=STANDARD_FOLDER/~product_id=912-540-C/~pocket_type=STANDARD/~print_method=EMBOSS	Midnight Black 100lb. Linen	597.5	9	12	25	https://www.folders.com/images/products/detail/912-540-C-SE250.jpg?ts=10239123	Folders.com		912-540-C-SE250	FOLDER	Office Supplies > Filing & Organization > File Folders	250	new	USD	https://www.folders.com/folders/control/product/~category_id=STANDARD_FOLDER/~product_id=912-540-C/~pocket_type=STANDARD/~print_method=EMBOSS	https%3A%2F%2Fwww.folders.com%2Ffolders%2Fcontrol%2Fproduct%2F~category_id%3DSTANDARD_FOLDER%2F~product_id%3D912-540-C%2F~pocket_type%3DSTANDARD%2F~print_method%3DEMBOSS	adtype={adtype}	Presentation Folders,9 x 12,Midnight Black 100lb. Linen,BID,remarketing	in stock	2018-01-01 00:00:00.0					
912-533-C-SF250	Foil Stamped 9 x 12 Presentation Folders - Pack of 250	9 x 12 Presentation Folders offer a professional level of quality and durability. Designed with a portrait orientation to hold standard letter size 8 ½" x 11" print media, brochures, stepped inserts and sales literature.	https://www.folders.com/folders/control/product/~category_id=STANDARD_FOLDER/~product_id=912-533-C/~pocket_type=STANDARD/~print_method=FOIL	Chelsea Gray 100lb. Linen	462.5	9	12	25	https://www.folders.com/images/products/detail/912-533-C-SF250.jpg?ts=10239123	Folders.com		912-533-C-SF250	FOLDER	Office Supplies > Filing & Organization > File Folders	250	new	USD	https://www.folders.com/folders/control/product/~category_id=STANDARD_FOLDER/~product_id=912-533-C/~pocket_type=STANDARD/~print_method=FOIL	https%3A%2F%2Fwww.folders.com%2Ffolders%2Fcontrol%2Fproduct%2F~category_id%3DSTANDARD_FOLDER%2F~product_id%3D912-533-C%2F~pocket_type%3DSTANDARD%2F~print_method%3DFOIL	adtype={adtype}	Presentation Folders,9 x 12,Chelsea Gray 100lb. Linen,BID,remarketing	in stock	2018-01-01 00:00:00.0					
912-533-C-SS250	Spot Color 9 x 12 Presentation Folders - Pack of 250	9 x 12 Presentation Folders offer a professional level of quality and durability. Designed with a portrait orientation to hold standard letter size 8 ½" x 11" print media, brochures, stepped inserts and sales literature.	https://www.folders.com/folders/control/product/~category_id=STANDARD_FOLDER/~product_id=912-533-C/~pocket_type=STANDARD/~print_method=SPOT	Chelsea Gray 100lb. Linen	627.5	9	12	25	https://www.folders.com/images/products/detail/912-533-C.jpg?ts=10239123	Folders.com		912-533-C-SS250	FOLDER	Office Supplies > Filing & Organization > File Folders	250	new	USD	https://www.folders.com/folders/control/product/~category_id=STANDARD_FOLDER/~product_id=912-533-C/~pocket_type=STANDARD/~print_method=SPOT	https%3A%2F%2Fwww.folders.com%2Ffolders%2Fcontrol%2Fproduct%2F~category_id%3DSTANDARD_FOLDER%2F~product_id%3D912-533-C%2F~pocket_type%3DSTANDARD%2F~print_method%3DFOIL	adtype={adtype}	Presentation Folders,9 x 12,Chelsea Gray 100lb. Linen,BID,remarketing	in stock	2018-01-01 00:00:00.0					
912-533-C-SE250	Embossed 9 x 12 Presentation Folders - Pack of 250	9 x 12 Presentation Folders offer a professional level of quality and durability. Designed with a portrait orientation to hold standard letter size 8 ½" x 11" print media, brochures, stepped inserts and sales literature.	https://www.folders.com/folders/control/product/~category_id=STANDARD_FOLDER/~product_id=912-533-C/~pocket_type=STANDARD/~print_method=EMBOSS	Chelsea Gray 100lb. Linen	550	9	12	25	https://www.folders.com/images/products/detail/912-533-C-SE250.jpg?ts=10239123	Folders.com		912-533-C-SE250	FOLDER	Office Supplies > Filing & Organization > File Folders	250	new	USD	https://www.folders.com/folders/control/product/~category_id=STANDARD_FOLDER/~product_id=912-533-C/~pocket_type=STANDARD/~print_method=EMBOSS	https%3A%2F%2Fwww.folders.com%2Ffolders%2Fcontrol%2Fproduct%2F~category_id%3DSTANDARD_FOLDER%2F~product_id%3D912-533-C%2F~pocket_type%3DSTANDARD%2F~print_method%3DEMBOSS	adtype={adtype}	Presentation Folders,9 x 12,Chelsea Gray 100lb. Linen,BID,remarketing	in stock	2018-01-01 00:00:00.0					
912-554-C-SF250	Foil Stamped 9 x 12 Presentation Folders - Pack of 250	9 x 12 Presentation Folders offer a professional level of quality and durability. Designed with a portrait orientation to hold standard letter size 8 ½" x 11" print media, brochures, stepped inserts and sales literature.	https://www.folders.com/folders/control/product/~category_id=STANDARD_FOLDER/~product_id=912-554-C/~pocket_type=STANDARD/~print_method=FOIL	Dark Pine Green 100lb. Linen	462.5	9	12	25	https://www.folders.com/images/products/detail/912-554-C-SF250.jpg?ts=10239123	Folders.com		912-554-C-SF250	FOLDER	Office Supplies > Filing & Organization > File Folders	250	new	USD	https://www.folders.com/folders/control/product/~category_id=STANDARD_FOLDER/~product_id=912-554-C/~pocket_type=STANDARD/~print_method=FOIL	https%3A%2F%2Fwww.folders.com%2Ffolders%2Fcontrol%2Fproduct%2F~category_id%3DSTANDARD_FOLDER%2F~product_id%3D912-554-C%2F~pocket_type%3DSTANDARD%2F~print_method%3DFOIL	adtype={adtype}	Presentation Folders,9 x 12,Dark Pine Green 100lb. Linen,BID,remarketing	in stock	2018-01-01 00:00:00.0					
912-554-C-SS250	Spot Color 9 x 12 Presentation Folders - Pack of 250	9 x 12 Presentation Folders offer a professional level of quality and durability. Designed with a portrait orientation to hold standard letter size 8 ½" x 11" print media, brochures, stepped inserts and sales literature.	https://www.folders.com/folders/control/product/~category_id=STANDARD_FOLDER/~product_id=912-554-C/~pocket_type=STANDARD/~print_method=SPOT	Dark Pine Green 100lb. Linen	627.5	9	12	25	https://www.folders.com/images/products/detail/912-554-C.jpg?ts=10239123	Folders.com		912-554-C-SS250	FOLDER	Office Supplies > Filing & Organization > File Folders	250	new	USD	https://www.folders.com/folders/control/product/~category_id=STANDARD_FOLDER/~product_id=912-554-C/~pocket_type=STANDARD/~print_method=SPOT	https%3A%2F%2Fwww.folders.com%2Ffolders%2Fcontrol%2Fproduct%2F~category_id%3DSTANDARD_FOLDER%2F~product_id%3D912-554-C%2F~pocket_type%3DSTANDARD%2F~print_method%3DFOIL	adtype={adtype}	Presentation Folders,9 x 12,Dark Pine Green 100lb. Linen,BID,remarketing	in stock	2018-01-01 00:00:00.0					
912-554-C-SE250	Embossed 9 x 12 Presentation Folders - Pack of 250	9 x 12 Presentation Folders offer a professional level of quality and durability. Designed with a portrait orientation to hold standard letter size 8 ½" x 11" print media, brochures, stepped inserts and sales literature.	https://www.folders.com/folders/control/product/~category_id=STANDARD_FOLDER/~product_id=912-554-C/~pocket_type=STANDARD/~print_method=EMBOSS	Dark Pine Green 100lb. Linen	550	9	12	25	https://www.folders.com/images/products/detail/912-554-C-SE250.jpg?ts=10239123	Folders.com		912-554-C-SE250	FOLDER	Office Supplies > Filing & Organization > File Folders	250	new	USD	https://www.folders.com/folders/control/product/~category_id=STANDARD_FOLDER/~product_id=912-554-C/~pocket_type=STANDARD/~print_method=EMBOSS	https%3A%2F%2Fwww.folders.com%2Ffolders%2Fcontrol%2Fproduct%2F~category_id%3DSTANDARD_FOLDER%2F~product_id%3D912-554-C%2F~pocket_type%3DSTANDARD%2F~print_method%3DEMBOSS	adtype={adtype}	Presentation Folders,9 x 12,Dark Pine Green 100lb. Linen,BID,remarketing	in stock	2018-01-01 00:00:00.0					
LF-118-501-C-SF250	Foil Stamped Legal Size Folders - Pack of 250	Legal Size Folders with a standard two pocket design measure 9" x 14 1/2" and are perfect for holding legal size 8 1/2" x 14" paper and documents used by attorneys, mortgage lenders, title companies and other agencies that work with legal documents. The two interior pockets measure 4" in height and are a die-cut v-split style to prevent buckling when opening and closing the covers. The square corners of this legal size presentation folder were expertly die-cut for a clean, professional look.	https://www.folders.com/folders/control/product/~category_id=LEGAL_FOLDERS/~product_id=LF-118-501-C/~pocket_type=STANDARD/~print_method=FOIL	Bright White	530	9	14.5	40	https://www.folders.com/images/products/detail/LF-118-501-C-SF250.jpg?ts=10239123	Folders.com		LF-118-501-C-SF250	FOLDER	Office Supplies > Filing & Organization > File Folders	250	new	USD	https://www.folders.com/folders/control/product/~category_id=LEGAL_FOLDERS/~product_id=LF-118-501-C/~pocket_type=STANDARD/~print_method=FOIL	https%3A%2F%2Fwww.folders.com%2Ffolders%2Fcontrol%2Fproduct%2F~category_id%3DLEGAL_FOLDERS%2F~product_id%3DLF-118-501-C%2F~pocket_type%3DSTANDARD%2F~print_method%3DFOIL	adtype={adtype}	Legal Folders,9 x 14 1/2,Bright White,BID,remarketing	in stock	2018-01-01 00:00:00.0					
LF-118-501-C-SS250	Spot Color Legal Size Folders - Pack of 250	Legal Size Folders with a standard two pocket design measure 9" x 14 1/2" and are perfect for holding legal size 8 1/2" x 14" paper and documents used by attorneys, mortgage lenders, title companies and other agencies that work with legal documents. The two interior pockets measure 4" in height and are a die-cut v-split style to prevent buckling when opening and closing the covers. The square corners of this legal size presentation folder were expertly die-cut for a clean, professional look.	https://www.folders.com/folders/control/product/~category_id=LEGAL_FOLDERS/~product_id=LF-118-501-C/~pocket_type=STANDARD/~print_method=SPOT	Bright White	725	9	14.5	40	https://www.folders.com/images/products/detail/LF-118-501-C.jpg?ts=10239123	Folders.com		LF-118-501-C-SS250	FOLDER	Office Supplies > Filing & Organization > File Folders	250	new	USD	https://www.folders.com/folders/control/product/~category_id=LEGAL_FOLDERS/~product_id=LF-118-501-C/~pocket_type=STANDARD/~print_method=SPOT	https%3A%2F%2Fwww.folders.com%2Ffolders%2Fcontrol%2Fproduct%2F~category_id%3DLEGAL_FOLDERS%2F~product_id%3DLF-118-501-C%2F~pocket_type%3DSTANDARD%2F~print_method%3DFOIL	adtype={adtype}	Legal Folders,9 x 14 1/2,Bright White,BID,remarketing	in stock	2018-01-01 00:00:00.0					
LF-118-501-C-S4250	Four Color Legal Size Folders - Pack of 250	Legal Size Folders with a standard two pocket design measure 9" x 14 1/2" and are perfect for holding legal size 8 1/2" x 14" paper and documents used by attorneys, mortgage lenders, title companies and other agencies that work with legal documents. The two interior pockets measure 4" in height and are a die-cut v-split style to prevent buckling when opening and closing the covers. The square corners of this legal size presentation folder were expertly die-cut for a clean, professional look.	https://www.folders.com/folders/control/product/~category_id=LEGAL_FOLDERS/~product_id=LF-118-501-C/~pocket_type=STANDARD/~print_method=FOUR_COLOR	Bright White	845	9	14.5	40	https://www.folders.com/images/products/detail/LF-118-501-C-S4250.jpg?ts=10239123	Folders.com		LF-118-501-C-S4250	FOLDER	Office Supplies > Filing & Organization > File Folders	250	new	USD	https://www.folders.com/folders/control/product/~category_id=LEGAL_FOLDERS/~product_id=LF-118-501-C/~pocket_type=STANDARD/~print_method=FOUR_COLOR	https%3A%2F%2Fwww.folders.com%2Ffolders%2Fcontrol%2Fproduct%2F~category_id%3DLEGAL_FOLDERS%2F~product_id%3DLF-118-501-C%2F~pocket_type%3DSTANDARD%2F~print_method%3DFOUR_COLOR	adtype={adtype}	Legal Folders,9 x 14 1/2,Bright White,BID,remarketing	in stock	2018-01-01 00:00:00.0					
LF-118-501-C-SE250	Embossed Legal Size Folders - Pack of 250	Legal Size Folders with a standard two pocket design measure 9" x 14 1/2" and are perfect for holding legal size 8 1/2" x 14" paper and documents used by attorneys, mortgage lenders, title companies and other agencies that work with legal documents. The two interior pockets measure 4" in height and are a die-cut v-split style to prevent buckling when opening and closing the covers. The square corners of this legal size presentation folder were expertly die-cut for a clean, professional look.	https://www.folders.com/folders/control/product/~category_id=LEGAL_FOLDERS/~product_id=LF-118-501-C/~pocket_type=STANDARD/~print_method=EMBOSS	Bright White	617.5	9	14.5	40	https://www.folders.com/images/products/detail/LF-118-501-C-SE250.jpg?ts=10239123	Folders.com		LF-118-501-C-SE250	FOLDER	Office Supplies > Filing & Organization > File Folders	250	new	USD	https://www.folders.com/folders/control/product/~category_id=LEGAL_FOLDERS/~product_id=LF-118-501-C/~pocket_type=STANDARD/~print_method=EMBOSS	https%3A%2F%2Fwww.folders.com%2Ffolders%2Fcontrol%2Fproduct%2F~category_id%3DLEGAL_FOLDERS%2F~product_id%3DLF-118-501-C%2F~pocket_type%3DSTANDARD%2F~print_method%3DEMBOSS	adtype={adtype}	Legal Folders,9 x 14 1/2,Bright White,BID,remarketing	in stock	2018-01-01 00:00:00.0					
LF-118-505-C-SF250	Foil Stamped Legal Size Folders - Pack of 250	Legal Size Folders with a standard two pocket design measure 9" x 14 1/2" and are perfect for holding legal size 8 1/2" x 14" paper and documents used by attorneys, mortgage lenders, title companies and other agencies that work with legal documents. The two interior pockets measure 4" in height and are a die-cut v-split style to prevent buckling when opening and closing the covers. The square corners of this legal size presentation folder were expertly die-cut for a clean, professional look.	https://www.folders.com/folders/control/product/~category_id=LEGAL_FOLDERS/~product_id=LF-118-505-C/~pocket_type=STANDARD/~print_method=FOIL	Bright White 14PT Semi-Gloss	570	9	14.5	40	https://www.folders.com/images/products/detail/LF-118-505-C-SF250.jpg?ts=10239123	Folders.com		LF-118-505-C-SF250	FOLDER	Office Supplies > Filing & Organization > File Folders	250	new	USD	https://www.folders.com/folders/control/product/~category_id=LEGAL_FOLDERS/~product_id=LF-118-505-C/~pocket_type=STANDARD/~print_method=FOIL	https%3A%2F%2Fwww.folders.com%2Ffolders%2Fcontrol%2Fproduct%2F~category_id%3DLEGAL_FOLDERS%2F~product_id%3DLF-118-505-C%2F~pocket_type%3DSTANDARD%2F~print_method%3DFOIL	adtype={adtype}	Legal Folders,9 x 14 1/2,Bright White 14PT Semi-Gloss,BID,remarketing	in stock	2018-01-01 00:00:00.0					
LF-118-505-C-SS250	Spot Color Legal Size Folders - Pack of 250	Legal Size Folders with a standard two pocket design measure 9" x 14 1/2" and are perfect for holding legal size 8 1/2" x 14" paper and documents used by attorneys, mortgage lenders, title companies and other agencies that work with legal documents. The two interior pockets measure 4" in height and are a die-cut v-split style to prevent buckling when opening and closing the covers. The square corners of this legal size presentation folder were expertly die-cut for a clean, professional look.	https://www.folders.com/folders/control/product/~category_id=LEGAL_FOLDERS/~product_id=LF-118-505-C/~pocket_type=STANDARD/~print_method=SPOT	Bright White 14PT Semi-Gloss	767.5	9	14.5	40	https://www.folders.com/images/products/detail/LF-118-505-C.jpg?ts=10239123	Folders.com		LF-118-505-C-SS250	FOLDER	Office Supplies > Filing & Organization > File Folders	250	new	USD	https://www.folders.com/folders/control/product/~category_id=LEGAL_FOLDERS/~product_id=LF-118-505-C/~pocket_type=STANDARD/~print_method=SPOT	https%3A%2F%2Fwww.folders.com%2Ffolders%2Fcontrol%2Fproduct%2F~category_id%3DLEGAL_FOLDERS%2F~product_id%3DLF-118-505-C%2F~pocket_type%3DSTANDARD%2F~print_method%3DFOIL	adtype={adtype}	Legal Folders,9 x 14 1/2,Bright White 14PT Semi-Gloss,BID,remarketing	in stock	2018-01-01 00:00:00.0					
LF-118-505-C-S4250	Four Color Legal Size Folders - Pack of 250	Legal Size Folders with a standard two pocket design measure 9" x 14 1/2" and are perfect for holding legal size 8 1/2" x 14" paper and documents used by attorneys, mortgage lenders, title companies and other agencies that work with legal documents. The two interior pockets measure 4" in height and are a die-cut v-split style to prevent buckling when opening and closing the covers. The square corners of this legal size presentation folder were expertly die-cut for a clean, professional look.	https://www.folders.com/folders/control/product/~category_id=LEGAL_FOLDERS/~product_id=LF-118-505-C/~pocket_type=STANDARD/~print_method=FOUR_COLOR	Bright White 14PT Semi-Gloss	887.5	9	14.5	40	https://www.folders.com/images/products/detail/LF-118-505-C-S4250.jpg?ts=10239123	Folders.com		LF-118-505-C-S4250	FOLDER	Office Supplies > Filing & Organization > File Folders	250	new	USD	https://www.folders.com/folders/control/product/~category_id=LEGAL_FOLDERS/~product_id=LF-118-505-C/~pocket_type=STANDARD/~print_method=FOUR_COLOR	https%3A%2F%2Fwww.folders.com%2Ffolders%2Fcontrol%2Fproduct%2F~category_id%3DLEGAL_FOLDERS%2F~product_id%3DLF-118-505-C%2F~pocket_type%3DSTANDARD%2F~print_method%3DFOUR_COLOR	adtype={adtype}	Legal Folders,9 x 14 1/2,Bright White 14PT Semi-Gloss,BID,remarketing	in stock	2018-01-01 00:00:00.0					
LF-118-505-C-SE250	Embossed Legal Size Folders - Pack of 250	Legal Size Folders with a standard two pocket design measure 9" x 14 1/2" and are perfect for holding legal size 8 1/2" x 14" paper and documents used by attorneys, mortgage lenders, title companies and other agencies that work with legal documents. The two interior pockets measure 4" in height and are a die-cut v-split style to prevent buckling when opening and closing the covers. The square corners of this legal size presentation folder were expertly die-cut for a clean, professional look.	https://www.folders.com/folders/control/product/~category_id=LEGAL_FOLDERS/~product_id=LF-118-505-C/~pocket_type=STANDARD/~print_method=EMBOSS	Bright White 14PT Semi-Gloss	660	9	14.5	40	https://www.folders.com/images/products/detail/LF-118-505-C-SE250.jpg?ts=10239123	Folders.com		LF-118-505-C-SE250	FOLDER	Office Supplies > Filing & Organization > File Folders	250	new	USD	https://www.folders.com/folders/control/product/~category_id=LEGAL_FOLDERS/~product_id=LF-118-505-C/~pocket_type=STANDARD/~print_method=EMBOSS	https%3A%2F%2Fwww.folders.com%2Ffolders%2Fcontrol%2Fproduct%2F~category_id%3DLEGAL_FOLDERS%2F~product_id%3DLF-118-505-C%2F~pocket_type%3DSTANDARD%2F~print_method%3DEMBOSS	adtype={adtype}	Legal Folders,9 x 14 1/2,Bright White 14PT Semi-Gloss,BID,remarketing	in stock	2018-01-01 00:00:00.0					
LF-118-510-C-SF250	Foil Stamped Legal Size Folders - Pack of 250	Legal Size Folders with a standard two pocket design measure 9" x 14 1/2" and are perfect for holding legal size 8 1/2" x 14" paper and documents used by attorneys, mortgage lenders, title companies and other agencies that work with legal documents. The two interior pockets measure 4" in height and are a die-cut v-split style to prevent buckling when opening and closing the covers. The square corners of this legal size presentation folder were expertly die-cut for a clean, professional look.	https://www.folders.com/folders/control/product/~category_id=LEGAL_FOLDERS/~product_id=LF-118-510-C/~pocket_type=STANDARD/~print_method=FOIL	Bright White 120lb. Gloss	592.5	9	14.5	40	https://www.folders.com/images/products/detail/LF-118-510-C-SF250.jpg?ts=10239123	Folders.com		LF-118-510-C-SF250	FOLDER	Office Supplies > Filing & Organization > File Folders	250	new	USD	https://www.folders.com/folders/control/product/~category_id=LEGAL_FOLDERS/~product_id=LF-118-510-C/~pocket_type=STANDARD/~print_method=FOIL	https%3A%2F%2Fwww.folders.com%2Ffolders%2Fcontrol%2Fproduct%2F~category_id%3DLEGAL_FOLDERS%2F~product_id%3DLF-118-510-C%2F~pocket_type%3DSTANDARD%2F~print_method%3DFOIL	adtype={adtype}	Legal Folders,9 x 14 1/2,Bright White 120lb. Gloss,BID,remarketing	in stock	2018-01-01 00:00:00.0					
LF-118-510-C-SS250	Spot Color Legal Size Folders - Pack of 250	Legal Size Folders with a standard two pocket design measure 9" x 14 1/2" and are perfect for holding legal size 8 1/2" x 14" paper and documents used by attorneys, mortgage lenders, title companies and other agencies that work with legal documents. The two interior pockets measure 4" in height and are a die-cut v-split style to prevent buckling when opening and closing the covers. The square corners of this legal size presentation folder were expertly die-cut for a clean, professional look.	https://www.folders.com/folders/control/product/~category_id=LEGAL_FOLDERS/~product_id=LF-118-510-C/~pocket_type=STANDARD/~print_method=SPOT	Bright White 120lb. Gloss	787.5	9	14.5	40	https://www.folders.com/images/products/detail/LF-118-510-C.jpg?ts=10239123	Folders.com		LF-118-510-C-SS250	FOLDER	Office Supplies > Filing & Organization > File Folders	250	new	USD	https://www.folders.com/folders/control/product/~category_id=LEGAL_FOLDERS/~product_id=LF-118-510-C/~pocket_type=STANDARD/~print_method=SPOT	https%3A%2F%2Fwww.folders.com%2Ffolders%2Fcontrol%2Fproduct%2F~category_id%3DLEGAL_FOLDERS%2F~product_id%3DLF-118-510-C%2F~pocket_type%3DSTANDARD%2F~print_method%3DFOIL	adtype={adtype}	Legal Folders,9 x 14 1/2,Bright White 120lb. Gloss,BID,remarketing	in stock	2018-01-01 00:00:00.0					
LF-118-510-C-S4250	Four Color Legal Size Folders - Pack of 250	Legal Size Folders with a standard two pocket design measure 9" x 14 1/2" and are perfect for holding legal size 8 1/2" x 14" paper and documents used by attorneys, mortgage lenders, title companies and other agencies that work with legal documents. The two interior pockets measure 4" in height and are a die-cut v-split style to prevent buckling when opening and closing the covers. The square corners of this legal size presentation folder were expertly die-cut for a clean, professional look.	https://www.folders.com/folders/control/product/~category_id=LEGAL_FOLDERS/~product_id=LF-118-510-C/~pocket_type=STANDARD/~print_method=FOUR_COLOR	Bright White 120lb. Gloss	907.5	9	14.5	40	https://www.folders.com/images/products/detail/LF-118-510-C-S4250.jpg?ts=10239123	Folders.com		LF-118-510-C-S4250	FOLDER	Office Supplies > Filing & Organization > File Folders	250	new	USD	https://www.folders.com/folders/control/product/~category_id=LEGAL_FOLDERS/~product_id=LF-118-510-C/~pocket_type=STANDARD/~print_method=FOUR_COLOR	https%3A%2F%2Fwww.folders.com%2Ffolders%2Fcontrol%2Fproduct%2F~category_id%3DLEGAL_FOLDERS%2F~product_id%3DLF-118-510-C%2F~pocket_type%3DSTANDARD%2F~print_method%3DFOUR_COLOR	adtype={adtype}	Legal Folders,9 x 14 1/2,Bright White 120lb. Gloss,BID,remarketing	in stock	2018-01-01 00:00:00.0					
LF-118-510-C-SE250	Embossed Legal Size Folders - Pack of 250	Legal Size Folders with a standard two pocket design measure 9" x 14 1/2" and are perfect for holding legal size 8 1/2" x 14" paper and documents used by attorneys, mortgage lenders, title companies and other agencies that work with legal documents. The two interior pockets measure 4" in height and are a die-cut v-split style to prevent buckling when opening and closing the covers. The square corners of this legal size presentation folder were expertly die-cut for a clean, professional look.	https://www.folders.com/folders/control/product/~category_id=LEGAL_FOLDERS/~product_id=LF-118-510-C/~pocket_type=STANDARD/~print_method=EMBOSS	Bright White 120lb. Gloss	680	9	14.5	40	https://www.folders.com/images/products/detail/LF-118-510-C-SE250.jpg?ts=10239123	Folders.com		LF-118-510-C-SE250	FOLDER	Office Supplies > Filing & Organization > File Folders	250	new	USD	https://www.folders.com/folders/control/product/~category_id=LEGAL_FOLDERS/~product_id=LF-118-510-C/~pocket_type=STANDARD/~print_method=EMBOSS	https%3A%2F%2Fwww.folders.com%2Ffolders%2Fcontrol%2Fproduct%2F~category_id%3DLEGAL_FOLDERS%2F~product_id%3DLF-118-510-C%2F~pocket_type%3DSTANDARD%2F~print_method%3DEMBOSS	adtype={adtype}	Legal Folders,9 x 14 1/2,Bright White 120lb. Gloss,BID,remarketing	in stock	2018-01-01 00:00:00.0					
LF-118-511-C-SF250	Foil Stamped Legal Size Folders - Pack of 250	Legal Size Folders with a standard two pocket design measure 9" x 14 1/2" and are perfect for holding legal size 8 1/2" x 14" paper and documents used by attorneys, mortgage lenders, title companies and other agencies that work with legal documents. The two interior pockets measure 4" in height and are a die-cut v-split style to prevent buckling when opening and closing the covers. The square corners of this legal size presentation folder were expertly die-cut for a clean, professional look.	https://www.folders.com/folders/control/product/~category_id=LEGAL_FOLDERS/~product_id=LF-118-511-C/~pocket_type=STANDARD/~print_method=FOIL	Bright White 130lb. Dull	592.5	9	14.5	40	https://www.folders.com/images/products/detail/LF-118-511-C-SF250.jpg?ts=10239123	Folders.com		LF-118-511-C-SF250	FOLDER	Office Supplies > Filing & Organization > File Folders	250	new	USD	https://www.folders.com/folders/control/product/~category_id=LEGAL_FOLDERS/~product_id=LF-118-511-C/~pocket_type=STANDARD/~print_method=FOIL	https%3A%2F%2Fwww.folders.com%2Ffolders%2Fcontrol%2Fproduct%2F~category_id%3DLEGAL_FOLDERS%2F~product_id%3DLF-118-511-C%2F~pocket_type%3DSTANDARD%2F~print_method%3DFOIL	adtype={adtype}	Legal Folders,9 x 14 1/2,Bright White 130lb. Dull,BID,remarketing	in stock	2018-01-01 00:00:00.0					
LF-118-511-C-SS250	Spot Color Legal Size Folders - Pack of 250	Legal Size Folders with a standard two pocket design measure 9" x 14 1/2" and are perfect for holding legal size 8 1/2" x 14" paper and documents used by attorneys, mortgage lenders, title companies and other agencies that work with legal documents. The two interior pockets measure 4" in height and are a die-cut v-split style to prevent buckling when opening and closing the covers. The square corners of this legal size presentation folder were expertly die-cut for a clean, professional look.	https://www.folders.com/folders/control/product/~category_id=LEGAL_FOLDERS/~product_id=LF-118-511-C/~pocket_type=STANDARD/~print_method=SPOT	Bright White 130lb. Dull	787.5	9	14.5	40	https://www.folders.com/images/products/detail/LF-118-511-C.jpg?ts=10239123	Folders.com		LF-118-511-C-SS250	FOLDER	Office Supplies > Filing & Organization > File Folders	250	new	USD	https://www.folders.com/folders/control/product/~category_id=LEGAL_FOLDERS/~product_id=LF-118-511-C/~pocket_type=STANDARD/~print_method=SPOT	https%3A%2F%2Fwww.folders.com%2Ffolders%2Fcontrol%2Fproduct%2F~category_id%3DLEGAL_FOLDERS%2F~product_id%3DLF-118-511-C%2F~pocket_type%3DSTANDARD%2F~print_method%3DFOIL	adtype={adtype}	Legal Folders,9 x 14 1/2,Bright White 130lb. Dull,BID,remarketing	in stock	2018-01-01 00:00:00.0					
LF-118-511-C-S4250	Four Color Legal Size Folders - Pack of 250	Legal Size Folders with a standard two pocket design measure 9" x 14 1/2" and are perfect for holding legal size 8 1/2" x 14" paper and documents used by attorneys, mortgage lenders, title companies and other agencies that work with legal documents. The two interior pockets measure 4" in height and are a die-cut v-split style to prevent buckling when opening and closing the covers. The square corners of this legal size presentation folder were expertly die-cut for a clean, professional look.	https://www.folders.com/folders/control/product/~category_id=LEGAL_FOLDERS/~product_id=LF-118-511-C/~pocket_type=STANDARD/~print_method=FOUR_COLOR	Bright White 130lb. Dull	907.5	9	14.5	40	https://www.folders.com/images/products/detail/LF-118-511-C-S4250.jpg?ts=10239123	Folders.com		LF-118-511-C-S4250	FOLDER	Office Supplies > Filing & Organization > File Folders	250	new	USD	https://www.folders.com/folders/control/product/~category_id=LEGAL_FOLDERS/~product_id=LF-118-511-C/~pocket_type=STANDARD/~print_method=FOUR_COLOR	https%3A%2F%2Fwww.folders.com%2Ffolders%2Fcontrol%2Fproduct%2F~category_id%3DLEGAL_FOLDERS%2F~product_id%3DLF-118-511-C%2F~pocket_type%3DSTANDARD%2F~print_method%3DFOUR_COLOR	adtype={adtype}	Legal Folders,9 x 14 1/2,Bright White 130lb. Dull,BID,remarketing	in stock	2018-01-01 00:00:00.0					
